accuracy (top 1),accuracy (top 5),MRR,n_train,i_repeat,layer,architecture,task,kind,source
0.1164,0.3332,0.2349801442908582,5,0,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1624,0.406,0.2895240224498306,20,0,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1652,0.418,0.2985304122145782,50,0,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.0556,0.2064,0.15294885279937148,1,1,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1124,0.3244,0.2319863196646787,5,1,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.156,0.3952,0.2862423038893134,20,1,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1656,0.4248,0.30181602989099676,50,1,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.0552,0.2028,0.1503641732167237,1,2,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1176,0.3628,0.2452819782257032,5,2,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1644,0.406,0.2917889938424387,20,2,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1816,0.4268,0.31099686618237576,50,2,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.054,0.2004,0.1513788445010738,1,3,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1048,0.3048,0.2213138050922209,5,3,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1576,0.3904,0.2823208583012539,20,3,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1636,0.4188,0.2983660061139981,50,3,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.0516,0.1884,0.14513270435872852,1,4,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.118,0.3252,0.23477956455952234,5,4,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1564,0.4068,0.2853570940690082,20,4,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1648,0.4324,0.30091887692635216,50,4,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.0528,0.1856,0.14442672314469984,1,5,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1116,0.3216,0.23100694102841743,5,5,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1528,0.4076,0.28503075192854455,20,5,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1692,0.4244,0.30188030919357245,50,5,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.062,0.2108,0.15998767618495935,1,6,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.11,0.3312,0.23194711674358595,5,6,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1544,0.398,0.28548751255649946,20,6,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1652,0.4264,0.29951599857918193,50,6,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.0616,0.2148,0.15929862264863265,1,7,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1156,0.3336,0.23427985675767096,5,7,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1512,0.386,0.2794622289859421,20,7,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.174,0.4108,0.3026056503612225,50,7,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.0732,0.2264,0.16925557381306788,1,8,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.126,0.348,0.24457851912084846,5,8,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1476,0.3988,0.28003069316175994,20,8,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1656,0.426,0.30027815313863987,50,8,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.086,0.2488,0.18532578570181757,1,9,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1296,0.3516,0.25063004272101747,5,9,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.152,0.4024,0.28178925068087446,20,9,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.1592,0.408,0.294135694276373,50,9,layer1.1.relu,ResNet18,None,Untrained,PyTorch
0.064,0.206,0.15832381398374754,1,0,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1164,0.3248,0.23257618381558187,5,0,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1452,0.3876,0.274008563320634,20,0,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1524,0.4112,0.28453966700385697,50,0,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.0516,0.1964,0.14802243098079737,1,1,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1048,0.3176,0.2256283678852585,5,1,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1528,0.3856,0.2811129837190126,20,1,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1548,0.4176,0.2892701358943804,50,1,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.052,0.1832,0.14151701332218153,1,2,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1192,0.3408,0.23853271358444778,5,2,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.146,0.3888,0.2746999780831156,20,2,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1688,0.4124,0.29569228194173475,50,2,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.0544,0.2028,0.14826866031250283,1,3,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.0984,0.308,0.21446915082333062,5,3,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.152,0.378,0.27355044026060654,20,3,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.146,0.4144,0.2834707285850468,50,3,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.0556,0.1964,0.14861401802883814,1,4,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1104,0.3252,0.22572469975019188,5,4,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1448,0.384,0.27140710544785607,20,4,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1472,0.4112,0.28382233464946804,50,4,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.0468,0.1816,0.13933755325595348,1,5,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1092,0.3124,0.22386845168268693,5,5,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.144,0.3876,0.27472096827614245,20,5,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1528,0.4152,0.2868211140096212,50,5,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.064,0.2092,0.15843342013434952,1,6,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1028,0.3144,0.22205123917579098,5,6,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.156,0.3884,0.27973680089632275,20,6,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1548,0.408,0.286826233714688,50,6,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.0584,0.2096,0.1559246085275602,1,7,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1032,0.3252,0.22579795975490824,5,7,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1412,0.3604,0.26857954098684117,20,7,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1612,0.3948,0.28736328948588447,50,7,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.0676,0.2096,0.163014533465599,1,8,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1264,0.3228,0.23692351109365914,5,8,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1332,0.39,0.2667256458633939,20,8,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1476,0.414,0.2854952832518543,50,8,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.0808,0.2372,0.17880180764599785,1,9,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.1292,0.338,0.247407950585464,5,9,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.152,0.3836,0.27680842493543717,20,9,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.154,0.3968,0.2834872830815772,50,9,layer2.0.relu,ResNet18,None,Untrained,PyTorch
0.0644,0.2,0.15426791351137162,1,0,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1008,0.3064,0.21565094225248768,5,0,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1328,0.364,0.2568814761902168,20,0,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.138,0.3772,0.26419981380019975,50,0,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0444,0.1944,0.14028058556905051,1,1,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.094,0.2984,0.21243696392458555,5,1,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.142,0.3676,0.2642486157481439,20,1,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1376,0.3804,0.266648056189044,50,1,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0464,0.1768,0.13635045170161525,1,2,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1072,0.3244,0.22378565657082705,5,2,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1292,0.3548,0.2534446286117291,20,2,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1448,0.3808,0.2706798990167434,50,2,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0588,0.198,0.150886481588531,1,3,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0924,0.2864,0.2032129386634058,5,3,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1332,0.3512,0.25337217123124545,20,3,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1376,0.3832,0.2641892489282366,50,3,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0508,0.1864,0.14423417384642465,1,4,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.102,0.3008,0.21499055300025044,5,4,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1344,0.3644,0.25653387869777555,20,4,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1292,0.3852,0.26246501704748126,50,4,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0476,0.182,0.14025360428394718,1,5,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.106,0.2964,0.2193874930268003,5,5,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1308,0.366,0.25591448200152656,20,5,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1396,0.3784,0.2658259240789612,50,5,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0672,0.1948,0.15564766287601184,1,6,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0952,0.294,0.20946729916772097,5,6,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1356,0.3676,0.26002230998816767,20,6,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1388,0.3804,0.26581069896081,50,6,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0576,0.198,0.15156923883767542,1,7,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0968,0.296,0.21154747182068476,5,7,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.132,0.346,0.2536507485194819,20,7,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.14,0.3728,0.2656682241595209,50,7,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0632,0.206,0.15634613061983996,1,8,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1096,0.3036,0.2200787554508439,5,8,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1292,0.3516,0.2511926127867387,20,8,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1352,0.3884,0.26687125733000605,50,8,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.0756,0.2196,0.17163643298606437,1,9,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.108,0.3208,0.22670788502635214,5,9,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1404,0.3584,0.2586325979103271,20,9,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.1424,0.3656,0.2665098429019482,50,9,layer2.1.relu,ResNet18,None,Untrained,PyTorch
0.062,0.1956,0.15027198291098157,1,0,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0956,0.3028,0.2105228721487753,5,0,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1356,0.3568,0.2566409551856594,20,0,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.134,0.3732,0.2608230316544549,50,0,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0532,0.188,0.1440206279348816,1,1,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0916,0.3008,0.2078146235365103,5,1,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.13,0.3504,0.2532053319077019,20,1,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1336,0.3736,0.261382341414238,50,1,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0452,0.176,0.13353023626987448,1,2,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1008,0.3148,0.2178895539338006,5,2,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.122,0.3416,0.24570554393366764,20,2,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1424,0.3632,0.2647595259069492,50,2,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0532,0.1948,0.14674682914643408,1,3,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.088,0.2836,0.2003902114940287,5,3,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.128,0.3448,0.24787071277525302,20,3,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1396,0.3668,0.261645976907734,50,3,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0472,0.1804,0.13913117487545296,1,4,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0992,0.2936,0.20953512002328162,5,4,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1296,0.3548,0.2504340849431186,20,4,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1356,0.3728,0.2614296407034707,50,4,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0476,0.1832,0.13749408380850403,1,5,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1084,0.2868,0.21725055466731738,5,5,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1252,0.3496,0.2475069978371282,20,5,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.136,0.3684,0.2605235952513882,50,5,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.058,0.1912,0.1491851374838454,1,6,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0972,0.2884,0.20848454628858834,5,6,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1316,0.3592,0.2559143689954276,20,6,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1284,0.3656,0.25710697104876135,50,6,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0536,0.1948,0.1468281587627128,1,7,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0924,0.298,0.20652098057687077,5,7,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1248,0.3408,0.2475233870230506,20,7,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1408,0.3624,0.26333561169362335,50,7,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0608,0.2044,0.15569864707778028,1,8,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1036,0.3004,0.21550874405811216,5,8,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1244,0.346,0.24600650648091196,20,8,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1352,0.3748,0.2629183770164886,50,8,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0768,0.2196,0.16966784585719985,1,9,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.11,0.3116,0.225331387754161,5,9,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1384,0.3556,0.25637018745964857,20,9,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.1392,0.3604,0.2609497158816472,50,9,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0588,0.1896,0.14750120876330294,1,0,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0952,0.2872,0.20543187374055555,5,0,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1252,0.3448,0.24557364155521735,20,0,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1296,0.3448,0.24869535184525138,50,0,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0472,0.178,0.13680994130502958,1,1,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0924,0.2908,0.2044617545958399,5,1,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1248,0.3364,0.2436269041944482,20,1,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1236,0.3492,0.2469575632168469,50,1,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0448,0.17,0.13208068552337277,1,2,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0968,0.3036,0.2094358518279975,5,2,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.114,0.3296,0.2341745088555619,20,2,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1344,0.3464,0.2527377795166822,50,2,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.048,0.1972,0.14502619126244448,1,3,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0824,0.2748,0.1923856076031544,5,3,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.126,0.3244,0.23976137182321236,20,3,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1276,0.344,0.24643284612850822,50,3,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0436,0.1804,0.1361470510366041,1,4,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0956,0.2836,0.20445787726616216,5,4,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1228,0.3396,0.2395529493523687,20,4,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1216,0.356,0.24440085737834893,50,4,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0428,0.1872,0.13452298080763825,1,5,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1072,0.2852,0.21366115686186568,5,5,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.116,0.3304,0.23692647567231853,20,5,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1288,0.348,0.24900963722709535,50,5,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0544,0.1856,0.14502749245096752,1,6,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.092,0.2752,0.1990425282139943,5,6,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.126,0.3428,0.24746867061592842,20,6,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1228,0.3464,0.24460167063268476,50,6,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.054,0.19,0.146857866815301,1,7,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0872,0.2828,0.19892319971404734,5,7,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1224,0.324,0.23915839396461433,20,7,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1308,0.3456,0.24918985697170723,50,7,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0564,0.1956,0.15010860179582666,1,8,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1024,0.288,0.21120885640264064,5,8,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1204,0.3332,0.2389533774507069,20,8,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1276,0.3528,0.25170784095927057,50,8,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.074,0.2088,0.1644934750338638,1,9,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1084,0.3012,0.21990337980758354,5,9,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1332,0.3348,0.2468642542115184,20,9,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.1292,0.3436,0.24879666729385855,50,9,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0588,0.1912,0.1471334183828653,1,0,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0928,0.2888,0.2035652428346974,5,0,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1248,0.3384,0.24251919164500127,20,0,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.12,0.3456,0.24050945698346296,50,0,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.044,0.1736,0.13377107820737968,1,1,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0904,0.28,0.19933042987609728,5,1,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1236,0.328,0.2397957827300193,20,1,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1188,0.3392,0.23996046298219936,50,1,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0396,0.164,0.12899023315798183,1,2,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0916,0.3064,0.2057832389439105,5,2,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1148,0.3252,0.23237070522000636,20,2,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1292,0.3352,0.24745555756967128,50,2,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0464,0.1908,0.1413874831404269,1,3,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0828,0.2672,0.19128934642983322,5,3,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1152,0.3212,0.2312017538542135,20,3,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.122,0.3324,0.2412495441562909,50,3,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0432,0.1784,0.13568473990830038,1,4,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.098,0.268,0.20322265105031123,5,4,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1172,0.3248,0.23214800950087974,20,4,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1156,0.3436,0.23696954261436995,50,4,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0472,0.1772,0.1377781317994353,1,5,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0948,0.2796,0.20532783069325927,5,5,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1172,0.32,0.23369103047985454,20,5,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1272,0.3344,0.24408373328783506,50,5,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0552,0.19,0.14368204716383462,1,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0892,0.2636,0.19476382798635078,5,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.122,0.3376,0.24189293671563428,20,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1212,0.3372,0.24151530555419295,50,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.056,0.1836,0.1444778467946133,1,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0832,0.2712,0.1952856295206228,5,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1168,0.3192,0.23315235080698254,20,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1288,0.334,0.24567757388956132,50,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0556,0.1972,0.14995884424979444,1,8,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1,0.2896,0.20829670118196042,5,8,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.1156,0.3212,0.23344452518639533,20,8,layer4.0.relu,ResNet18,None,Untrained,PyTorch
