n,variance,init
295,7.095345231547984e-05,Eig|a_-0.2|v_0.1|stdev_0.1
296,7.090704016184171e-05,Eig|a_-0.2|v_0.1|stdev_0.1
297,7.056686182159528e-05,Eig|a_-0.2|v_0.1|stdev_0.1
298,7.049176619351861e-05,Eig|a_-0.2|v_0.1|stdev_0.1
299,7.037822049683745e-05,Eig|a_-0.2|v_0.1|stdev_0.1
300,6.996487412148343e-05,Eig|a_-0.2|v_0.1|stdev_0.1
301,6.985028484373922e-05,Eig|a_-0.2|v_0.1|stdev_0.1
302,6.973792788286802e-05,Eig|a_-0.2|v_0.1|stdev_0.1
303,6.958221450594041e-05,Eig|a_-0.2|v_0.1|stdev_0.1
304,6.939859218352376e-05,Eig|a_-0.2|v_0.1|stdev_0.1
305,6.937657422313998e-05,Eig|a_-0.2|v_0.1|stdev_0.1
306,6.920846721634507e-05,Eig|a_-0.2|v_0.1|stdev_0.1
307,6.877400579962158e-05,Eig|a_-0.2|v_0.1|stdev_0.1
308,6.872448982486025e-05,Eig|a_-0.2|v_0.1|stdev_0.1
309,6.869255219558197e-05,Eig|a_-0.2|v_0.1|stdev_0.1
310,6.831721647028918e-05,Eig|a_-0.2|v_0.1|stdev_0.1
311,6.827971709943531e-05,Eig|a_-0.2|v_0.1|stdev_0.1
312,6.808279531782945e-05,Eig|a_-0.2|v_0.1|stdev_0.1
313,6.791873750462238e-05,Eig|a_-0.2|v_0.1|stdev_0.1
314,6.784855345603341e-05,Eig|a_-0.2|v_0.1|stdev_0.1
315,6.760013020029556e-05,Eig|a_-0.2|v_0.1|stdev_0.1
316,6.748037051869412e-05,Eig|a_-0.2|v_0.1|stdev_0.1
317,6.734433421276942e-05,Eig|a_-0.2|v_0.1|stdev_0.1
318,6.719327332102581e-05,Eig|a_-0.2|v_0.1|stdev_0.1
319,6.700764107051889e-05,Eig|a_-0.2|v_0.1|stdev_0.1
320,6.692827779078605e-05,Eig|a_-0.2|v_0.1|stdev_0.1
321,6.684883032057645e-05,Eig|a_-0.2|v_0.1|stdev_0.1
322,6.663206340294635e-05,Eig|a_-0.2|v_0.1|stdev_0.1
323,6.655918653480308e-05,Eig|a_-0.2|v_0.1|stdev_0.1
324,6.616520838026098e-05,Eig|a_-0.2|v_0.1|stdev_0.1
