n,variance,layer,architecture,task,kind,source
279,172.20836,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
280,171.1517,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
281,170.90422,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
282,169.66982,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
283,169.3873,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
284,168.54308,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
285,167.61742,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
286,167.40775,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
287,166.61488,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
288,166.0374,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
289,165.1985,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
290,164.69159,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
291,164.11795,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
292,163.37613,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
293,162.72964,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
294,162.02876,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
295,161.0169,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
296,160.66423,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
297,159.9721,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
298,158.60155,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
299,157.58028,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
300,157.2503,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
301,156.47385,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
302,156.04361,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
303,155.46805,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
304,154.89531,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
305,154.50728,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
306,152.98189,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
307,152.8612,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
308,151.76874,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
309,151.22432,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
310,150.47018,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
311,149.90562,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
312,148.65651,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
313,148.17432,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
314,148.04979,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
315,147.41481,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
316,146.79782,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
317,146.07274,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
318,145.80484,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
319,145.32405,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
320,144.46231,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
321,143.68848,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
322,143.48512,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
323,142.51944,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
324,141.66087,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
325,141.13173,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
326,140.51276,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
327,139.88771,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
328,139.28058,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
329,138.82841,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
330,138.45805,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
331,138.0897,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
332,137.67567,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
333,137.20822,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
334,135.93535,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
335,135.2555,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
336,134.94608,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
337,134.44594,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
338,133.8228,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
339,132.79391,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
340,132.46053,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
341,132.22028,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
342,131.43294,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
343,131.17857,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
344,130.88402,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
345,130.53691,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
346,129.5478,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
347,129.10394,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
348,128.43356,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
349,128.09045,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
350,127.17584,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
351,126.53289,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
352,126.11411,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
353,125.444756,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
354,125.2381,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
355,124.89272,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
356,123.96491,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
357,123.192894,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
358,122.957535,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
359,122.42486,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
360,122.22522,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
361,121.86537,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
362,120.83676,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
363,120.68375,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
364,120.30785,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
365,119.62829,c2,AtlasNet_seed=0,Standard,a_NA,pcs_1000
